Epoch: 1 | lr: 0.00005 | training loss: 0.12089 | validation loss: 0.11500 | PSNR: 24.701 | Time: 23.5
Epoch: 26 | lr: 0.00136 | training loss: 0.11566 | validation loss: 0.11073 | PSNR: 28.345 | Time: 4.4
Epoch: 27 | lr: 0.00144 | training loss: 0.11740 | validation loss: 0.11058 | PSNR: 28.820 | Time: 4.3
Epoch: 28 | lr: 0.00152 | training loss: 0.11534 | validation loss: 0.11033 | PSNR: 29.242 | Time: 4.2
Epoch: 29 | lr: 0.00159 | training loss: 0.11553 | validation loss: 0.11055 | PSNR: 28.034 | Time: 4.2
Epoch: 30 | lr: 0.00166 | training loss: 0.11435 | validation loss: 0.11012 | PSNR: 28.998 | Time: 4.4
Epoch: 31 | lr: 0.00174 | training loss: 0.11399 | validation loss: 0.10992 | PSNR: 29.423 | Time: 5.2
Epoch: 32 | lr: 0.00181 | training loss: 0.11435 | validation loss: 0.10980 | PSNR: 29.533 | Time: 4.2
Epoch: 33 | lr: 0.00188 | training loss: 0.11443 | validation loss: 0.10965 | PSNR: 29.629 | Time: 4.2
Epoch: 34 | lr: 0.00194 | training loss: 0.11576 | validation loss: 0.10956 | PSNR: 29.469 | Time: 4.4
Epoch: 35 | lr: 0.00201 | training loss: 0.11393 | validation loss: 0.10955 | PSNR: 29.612 | Time: 4.2
Epoch: 36 | lr: 0.00207 | training loss: 0.11448 | validation loss: 0.10957 | PSNR: 29.109 | Time: 4.6
Epoch: 37 | lr: 0.00212 | training loss: 0.11392 | validation loss: 0.10943 | PSNR: 29.307 | Time: 5.1
Epoch: 38 | lr: 0.00218 | training loss: 0.11325 | validation loss: 0.10936 | PSNR: 29.682 | Time: 4.9
Epoch: 39 | lr: 0.00223 | training loss: 0.11330 | validation loss: 0.10931 | PSNR: 29.903 | Time: 4.4
Epoch: 40 | lr: 0.00228 | training loss: 0.11556 | validation loss: 0.10923 | PSNR: 30.030 | Time: 4.1
Epoch: 41 | lr: 0.00232 | training loss: 0.11406 | validation loss: 0.10922 | PSNR: 30.090 | Time: 4.1
Epoch: 42 | lr: 0.00236 | training loss: 0.11445 | validation loss: 0.10919 | PSNR: 30.192 | Time: 4.2
Epoch: 43 | lr: 0.00239 | training loss: 0.11301 | validation loss: 0.10916 | PSNR: 30.259 | Time: 4.5
Epoch: 44 | lr: 0.00242 | training loss: 0.11245 | validation loss: 0.10915 | PSNR: 30.109 | Time: 4.7
Epoch: 45 | lr: 0.00245 | training loss: 0.11440 | validation loss: 0.10913 | PSNR: 30.333 | Time: 4.2
Epoch: 46 | lr: 0.00247 | training loss: 0.11266 | validation loss: 0.10916 | PSNR: 30.105 | Time: 4.4
Epoch: 47 | lr: 0.00248 | training loss: 0.11319 | validation loss: 0.10914 | PSNR: 30.170 | Time: 4.1
Epoch: 48 | lr: 0.00249 | training loss: 0.11320 | validation loss: 0.10918 | PSNR: 29.738 | Time: 4.5
Epoch: 49 | lr: 0.00250 | training loss: 0.11248 | validation loss: 0.10909 | PSNR: 30.341 | Time: 5.2
Epoch: 50 | lr: 0.00250 | training loss: 0.11369 | validation loss: 0.10912 | PSNR: 29.973 | Time: 4.1
Epoch: 51 | lr: 0.00250 | training loss: 0.11544 | validation loss: 0.10906 | PSNR: 30.440 | Time: 4.1
Epoch: 52 | lr: 0.00250 | training loss: 0.11296 | validation loss: 0.10908 | PSNR: 30.148 | Time: 5.6
Epoch: 53 | lr: 0.00250 | training loss: 0.11381 | validation loss: 0.10906 | PSNR: 30.313 | Time: 4.8
Epoch: 54 | lr: 0.00250 | training loss: 0.11400 | validation loss: 0.10906 | PSNR: 30.480 | Time: 4.4
Epoch: 55 | lr: 0.00250 | training loss: 0.11234 | validation loss: 0.10900 | PSNR: 30.496 | Time: 4.1
Epoch: 56 | lr: 0.00250 | training loss: 0.11322 | validation loss: 0.10900 | PSNR: 30.545 | Time: 5.3
Epoch: 57 | lr: 0.00250 | training loss: 0.11531 | validation loss: 0.10908 | PSNR: 30.185 | Time: 4.5
Epoch: 58 | lr: 0.00250 | training loss: 0.11344 | validation loss: 0.10932 | PSNR: 29.147 | Time: 4.6
Epoch: 59 | lr: 0.00250 | training loss: 0.11350 | validation loss: 0.10924 | PSNR: 29.875 | Time: 4.3
Epoch: 60 | lr: 0.00250 | training loss: 0.11304 | validation loss: 0.10908 | PSNR: 30.072 | Time: 4.2
Epoch: 61 | lr: 0.00250 | training loss: 0.11356 | validation loss: 0.10910 | PSNR: 30.372 | Time: 4.5
Epoch: 62 | lr: 0.00250 | training loss: 0.11404 | validation loss: 0.10897 | PSNR: 30.520 | Time: 4.4
Epoch: 63 | lr: 0.00250 | training loss: 0.11512 | validation loss: 0.10895 | PSNR: 30.513 | Time: 4.3
Epoch: 64 | lr: 0.00250 | training loss: 0.11204 | validation loss: 0.10893 | PSNR: 30.686 | Time: 4.2
Epoch: 65 | lr: 0.00250 | training loss: 0.11336 | validation loss: 0.10893 | PSNR: 30.624 | Time: 4.5
Epoch: 66 | lr: 0.00250 | training loss: 0.11318 | validation loss: 0.10892 | PSNR: 30.681 | Time: 4.5
Epoch: 67 | lr: 0.00250 | training loss: 0.11287 | validation loss: 0.10896 | PSNR: 30.545 | Time: 4.4
Epoch: 68 | lr: 0.00250 | training loss: 0.11238 | validation loss: 0.10890 | PSNR: 30.710 | Time: 4.4
Epoch: 69 | lr: 0.00250 | training loss: 0.11316 | validation loss: 0.10894 | PSNR: 30.713 | Time: 4.4
Epoch: 70 | lr: 0.00250 | training loss: 0.11154 | validation loss: 0.10891 | PSNR: 30.718 | Time: 4.5
Epoch: 71 | lr: 0.00250 | training loss: 0.11273 | validation loss: 0.10885 | PSNR: 30.801 | Time: 4.4
Epoch: 72 | lr: 0.00250 | training loss: 0.11366 | validation loss: 0.10889 | PSNR: 30.710 | Time: 4.4
Epoch: 73 | lr: 0.00250 | training loss: 0.11355 | validation loss: 0.10891 | PSNR: 30.706 | Time: 4.2
Epoch: 74 | lr: 0.00250 | training loss: 0.11466 | validation loss: 0.10888 | PSNR: 30.721 | Time: 4.2
Epoch: 75 | lr: 0.00250 | training loss: 0.11357 | validation loss: 0.10893 | PSNR: 30.444 | Time: 4.1
Epoch: 76 | lr: 0.00250 | training loss: 0.11408 | validation loss: 0.10911 | PSNR: 30.386 | Time: 4.1
Epoch: 77 | lr: 0.00250 | training loss: 0.11236 | validation loss: 0.10889 | PSNR: 30.711 | Time: 4.2
Epoch: 78 | lr: 0.00250 | training loss: 0.11353 | validation loss: 0.10886 | PSNR: 30.515 | Time: 4.2
Epoch: 79 | lr: 0.00250 | training loss: 0.11324 | validation loss: 0.10923 | PSNR: 30.343 | Time: 4.1
Epoch: 80 | lr: 0.00250 | training loss: 0.11428 | validation loss: 0.10890 | PSNR: 30.459 | Time: 4.6
Epoch: 81 | lr: 0.00250 | training loss: 0.11383 | validation loss: 0.10891 | PSNR: 30.653 | Time: 4.0
Epoch: 82 | lr: 0.00250 | training loss: 0.11312 | validation loss: 0.10887 | PSNR: 30.736 | Time: 4.1
Epoch: 83 | lr: 0.00250 | training loss: 0.11407 | validation loss: 0.10887 | PSNR: 30.769 | Time: 4.1
Epoch: 84 | lr: 0.00250 | training loss: 0.11333 | validation loss: 0.10891 | PSNR: 30.686 | Time: 4.1
Epoch: 85 | lr: 0.00250 | training loss: 0.11321 | validation loss: 0.10887 | PSNR: 30.498 | Time: 4.4
Epoch: 86 | lr: 0.00250 | training loss: 0.11432 | validation loss: 0.10895 | PSNR: 30.551 | Time: 4.1
Epoch: 87 | lr: 0.00250 | training loss: 0.11487 | validation loss: 0.10888 | PSNR: 30.578 | Time: 4.0
Epoch: 88 | lr: 0.00250 | training loss: 0.11260 | validation loss: 0.10890 | PSNR: 30.663 | Time: 4.1
Epoch: 89 | lr: 0.00250 | training loss: 0.11479 | validation loss: 0.10890 | PSNR: 30.743 | Time: 4.1
Epoch: 90 | lr: 0.00250 | training loss: 0.11265 | validation loss: 0.10893 | PSNR: 30.758 | Time: 4.3
Epoch: 91 | lr: 0.00250 | training loss: 0.11226 | validation loss: 0.10892 | PSNR: 30.739 | Time: 4.4
Epoch: 92 | lr: 0.00250 | training loss: 0.11303 | validation loss: 0.10891 | PSNR: 30.834 | Time: 4.2
Epoch: 93 | lr: 0.00250 | training loss: 0.11149 | validation loss: 0.10889 | PSNR: 30.787 | Time: 4.3
Epoch: 94 | lr: 0.00250 | training loss: 0.11256 | validation loss: 0.10886 | PSNR: 30.800 | Time: 4.4
Epoch: 95 | lr: 0.00250 | training loss: 0.11260 | validation loss: 0.10887 | PSNR: 30.710 | Time: 4.2
Epoch: 96 | lr: 0.00250 | training loss: 0.11273 | validation loss: 0.10887 | PSNR: 30.730 | Time: 4.4
Epoch: 97 | lr: 0.00250 | training loss: 0.11427 | validation loss: 0.10882 | PSNR: 30.821 | Time: 4.6
Epoch: 98 | lr: 0.00250 | training loss: 0.11229 | validation loss: 0.10878 | PSNR: 30.942 | Time: 4.3
Epoch: 99 | lr: 0.00250 | training loss: 0.11254 | validation loss: 0.10877 | PSNR: 30.832 | Time: 4.4
Epoch: 100 | lr: 0.00250 | training loss: 0.11305 | validation loss: 0.10898 | PSNR: 30.720 | Time: 4.4
Epoch: 101 | lr: 0.00250 | training loss: 0.11285 | validation loss: 0.10883 | PSNR: 30.595 | Time: 4.3
Epoch: 102 | lr: 0.00250 | training loss: 0.11194 | validation loss: 0.10881 | PSNR: 30.742 | Time: 4.3
Epoch: 103 | lr: 0.00250 | training loss: 0.11405 | validation loss: 0.10882 | PSNR: 30.779 | Time: 4.3
Epoch: 104 | lr: 0.00250 | training loss: 0.11314 | validation loss: 0.10885 | PSNR: 30.707 | Time: 4.2
Epoch: 105 | lr: 0.00250 | training loss: 0.11109 | validation loss: 0.10893 | PSNR: 30.717 | Time: 4.0
Epoch: 106 | lr: 0.00250 | training loss: 0.11327 | validation loss: 0.10876 | PSNR: 30.822 | Time: 4.1
Epoch: 107 | lr: 0.00250 | training loss: 0.11194 | validation loss: 0.10890 | PSNR: 30.657 | Time: 4.1
Epoch: 108 | lr: 0.00250 | training loss: 0.11260 | validation loss: 0.10884 | PSNR: 30.602 | Time: 4.1
Epoch: 109 | lr: 0.00250 | training loss: 0.11300 | validation loss: 0.10886 | PSNR: 30.496 | Time: 4.0
Epoch: 110 | lr: 0.00250 | training loss: 0.11405 | validation loss: 0.10881 | PSNR: 30.848 | Time: 4.1
Epoch: 111 | lr: 0.00250 | training loss: 0.11206 | validation loss: 0.10875 | PSNR: 30.884 | Time: 4.7
Epoch: 112 | lr: 0.00250 | training loss: 0.11222 | validation loss: 0.10875 | PSNR: 30.848 | Time: 4.5
Epoch: 113 | lr: 0.00250 | training loss: 0.11188 | validation loss: 0.10883 | PSNR: 30.842 | Time: 4.3
Epoch: 114 | lr: 0.00250 | training loss: 0.11214 | validation loss: 0.10878 | PSNR: 30.870 | Time: 4.3
Epoch: 115 | lr: 0.00250 | training loss: 0.11398 | validation loss: 0.10882 | PSNR: 30.876 | Time: 4.3
Epoch: 116 | lr: 0.00250 | training loss: 0.11341 | validation loss: 0.10873 | PSNR: 30.898 | Time: 4.7
Epoch: 117 | lr: 0.00250 | training loss: 0.11332 | validation loss: 0.10874 | PSNR: 30.788 | Time: 4.5
Epoch: 118 | lr: 0.00250 | training loss: 0.11306 | validation loss: 0.10892 | PSNR: 30.739 | Time: 4.3
Epoch: 119 | lr: 0.00250 | training loss: 0.11268 | validation loss: 0.10890 | PSNR: 30.819 | Time: 4.2
Epoch: 120 | lr: 0.00250 | training loss: 0.11176 | validation loss: 0.10881 | PSNR: 30.822 | Time: 4.5
Epoch: 121 | lr: 0.00250 | training loss: 0.11397 | validation loss: 0.10879 | PSNR: 30.662 | Time: 4.8
Epoch: 122 | lr: 0.00250 | training loss: 0.11394 | validation loss: 0.10878 | PSNR: 30.551 | Time: 4.3
Epoch: 123 | lr: 0.00250 | training loss: 0.11203 | validation loss: 0.10893 | PSNR: 30.719 | Time: 4.2
Epoch: 124 | lr: 0.00250 | training loss: 0.11229 | validation loss: 0.10879 | PSNR: 30.840 | Time: 4.5
Epoch: 125 | lr: 0.00250 | training loss: 0.11303 | validation loss: 0.10880 | PSNR: 30.800 | Time: 4.5
Epoch: 126 | lr: 0.00250 | training loss: 0.11337 | validation loss: 0.10879 | PSNR: 30.837 | Time: 4.3
Epoch: 127 | lr: 0.00250 | training loss: 0.11259 | validation loss: 0.10879 | PSNR: 30.810 | Time: 4.8
Epoch: 128 | lr: 0.00250 | training loss: 0.11358 | validation loss: 0.10891 | PSNR: 30.706 | Time: 5.1
Epoch: 129 | lr: 0.00250 | training loss: 0.11119 | validation loss: 0.10872 | PSNR: 30.901 | Time: 4.9
Epoch: 130 | lr: 0.00250 | training loss: 0.11161 | validation loss: 0.10882 | PSNR: 30.877 | Time: 4.7
Epoch: 131 | lr: 0.00250 | training loss: 0.11195 | validation loss: 0.10884 | PSNR: 30.750 | Time: 4.2
Epoch: 132 | lr: 0.00250 | training loss: 0.11377 | validation loss: 0.10875 | PSNR: 30.938 | Time: 4.2
Epoch: 133 | lr: 0.00250 | training loss: 0.11267 | validation loss: 0.10865 | PSNR: 30.890 | Time: 4.1
Epoch: 134 | lr: 0.00250 | training loss: 0.11174 | validation loss: 0.10895 | PSNR: 30.829 | Time: 4.2
Epoch: 135 | lr: 0.00250 | training loss: 0.11247 | validation loss: 0.10880 | PSNR: 30.878 | Time: 4.1
Epoch: 136 | lr: 0.00250 | training loss: 0.11433 | validation loss: 0.10875 | PSNR: 30.724 | Time: 4.4
Epoch: 137 | lr: 0.00250 | training loss: 0.11253 | validation loss: 0.10905 | PSNR: 30.358 | Time: 4.6
Epoch: 138 | lr: 0.00250 | training loss: 0.11279 | validation loss: 0.10865 | PSNR: 30.889 | Time: 4.7
Epoch: 139 | lr: 0.00250 | training loss: 0.11315 | validation loss: 0.10890 | PSNR: 30.859 | Time: 4.5
Epoch: 140 | lr: 0.00250 | training loss: 0.11252 | validation loss: 0.10871 | PSNR: 30.874 | Time: 4.3
Epoch: 141 | lr: 0.00250 | training loss: 0.11238 | validation loss: 0.10890 | PSNR: 30.707 | Time: 4.7
Epoch: 142 | lr: 0.00250 | training loss: 0.11220 | validation loss: 0.10874 | PSNR: 30.846 | Time: 4.7
Epoch: 143 | lr: 0.00250 | training loss: 0.11116 | validation loss: 0.10880 | PSNR: 30.929 | Time: 4.3
Epoch: 144 | lr: 0.00250 | training loss: 0.11237 | validation loss: 0.10881 | PSNR: 30.962 | Time: 4.4
Epoch: 145 | lr: 0.00250 | training loss: 0.11354 | validation loss: 0.10898 | PSNR: 30.903 | Time: 4.3
Epoch: 146 | lr: 0.00250 | training loss: 0.11193 | validation loss: 0.10891 | PSNR: 30.749 | Time: 4.4
Epoch: 147 | lr: 0.00250 | training loss: 0.11259 | validation loss: 0.10876 | PSNR: 30.981 | Time: 4.3
Epoch: 148 | lr: 0.00250 | training loss: 0.11164 | validation loss: 0.10891 | PSNR: 30.915 | Time: 4.4
Epoch: 149 | lr: 0.00250 | training loss: 0.11184 | validation loss: 0.10880 | PSNR: 30.746 | Time: 4.5
Epoch: 150 | lr: 0.00250 | training loss: 0.11147 | validation loss: 0.10891 | PSNR: 30.915 | Time: 4.5
Epoch: 151 | lr: 0.00250 | training loss: 0.11090 | validation loss: 0.10877 | PSNR: 30.980 | Time: 4.4
Epoch: 152 | lr: 0.00250 | training loss: 0.11165 | validation loss: 0.10878 | PSNR: 30.997 | Time: 4.2
Epoch: 153 | lr: 0.00250 | training loss: 0.11294 | validation loss: 0.10874 | PSNR: 31.024 | Time: 4.2
Epoch: 154 | lr: 0.00250 | training loss: 0.11215 | validation loss: 0.10883 | PSNR: 30.983 | Time: 4.4
Epoch: 155 | lr: 0.00250 | training loss: 0.11246 | validation loss: 0.10880 | PSNR: 30.953 | Time: 4.1
Epoch: 156 | lr: 0.00250 | training loss: 0.11235 | validation loss: 0.10882 | PSNR: 30.874 | Time: 4.1
Epoch: 157 | lr: 0.00250 | training loss: 0.11264 | validation loss: 0.10886 | PSNR: 30.880 | Time: 4.1
Epoch: 158 | lr: 0.00250 | training loss: 0.11214 | validation loss: 0.10881 | PSNR: 30.685 | Time: 4.3
Epoch: 159 | lr: 0.00250 | training loss: 0.11264 | validation loss: 0.10879 | PSNR: 30.879 | Time: 5.2
Epoch: 160 | lr: 0.00250 | training loss: 0.11240 | validation loss: 0.10865 | PSNR: 30.992 | Time: 4.2
Epoch: 161 | lr: 0.00250 | training loss: 0.11314 | validation loss: 0.10873 | PSNR: 30.947 | Time: 4.1
Epoch: 162 | lr: 0.00250 | training loss: 0.11287 | validation loss: 0.10883 | PSNR: 30.746 | Time: 4.2
Epoch: 163 | lr: 0.00250 | training loss: 0.11166 | validation loss: 0.10890 | PSNR: 30.888 | Time: 4.4
Epoch: 164 | lr: 0.00250 | training loss: 0.11241 | validation loss: 0.10878 | PSNR: 30.866 | Time: 4.2
Epoch: 165 | lr: 0.00250 | training loss: 0.11421 | validation loss: 0.10873 | PSNR: 30.848 | Time: 4.0
Epoch: 166 | lr: 0.00250 | training loss: 0.11247 | validation loss: 0.10873 | PSNR: 30.973 | Time: 4.1
Epoch: 167 | lr: 0.00250 | training loss: 0.11280 | validation loss: 0.10879 | PSNR: 30.861 | Time: 4.3
Epoch: 168 | lr: 0.00250 | training loss: 0.11376 | validation loss: 0.10890 | PSNR: 30.863 | Time: 4.2
Epoch: 169 | lr: 0.00250 | training loss: 0.11212 | validation loss: 0.10872 | PSNR: 30.839 | Time: 5.8
Epoch: 170 | lr: 0.00250 | training loss: 0.11254 | validation loss: 0.10890 | PSNR: 30.786 | Time: 4.8
Epoch: 171 | lr: 0.00250 | training loss: 0.11282 | validation loss: 0.10911 | PSNR: 30.871 | Time: 4.6
Epoch: 172 | lr: 0.00250 | training loss: 0.11226 | validation loss: 0.10879 | PSNR: 30.822 | Time: 4.2
Epoch: 173 | lr: 0.00250 | training loss: 0.11241 | validation loss: 0.10870 | PSNR: 31.001 | Time: 4.5
Epoch: 174 | lr: 0.00250 | training loss: 0.11244 | validation loss: 0.10879 | PSNR: 30.900 | Time: 4.7
Epoch: 175 | lr: 0.00250 | training loss: 0.11222 | validation loss: 0.10874 | PSNR: 30.914 | Time: 4.7
Epoch: 176 | lr: 0.00250 | training loss: 0.11358 | validation loss: 0.10903 | PSNR: 30.798 | Time: 4.4
Epoch: 177 | lr: 0.00250 | training loss: 0.11337 | validation loss: 0.10885 | PSNR: 30.719 | Time: 4.3
Epoch: 178 | lr: 0.00250 | training loss: 0.11298 | validation loss: 0.10881 | PSNR: 30.772 | Time: 4.7
Epoch: 179 | lr: 0.00250 | training loss: 0.11241 | validation loss: 0.10887 | PSNR: 30.780 | Time: 4.5
Epoch: 180 | lr: 0.00250 | training loss: 0.11378 | validation loss: 0.10909 | PSNR: 30.718 | Time: 4.3
Epoch: 181 | lr: 0.00250 | training loss: 0.11320 | validation loss: 0.10891 | PSNR: 30.918 | Time: 4.4
Epoch: 182 | lr: 0.00250 | training loss: 0.11186 | validation loss: 0.10870 | PSNR: 30.951 | Time: 4.4
Epoch: 183 | lr: 0.00250 | training loss: 0.11187 | validation loss: 0.10877 | PSNR: 30.934 | Time: 4.2
Epoch: 184 | lr: 0.00250 | training loss: 0.11258 | validation loss: 0.10883 | PSNR: 30.942 | Time: 4.2
Epoch: 185 | lr: 0.00250 | training loss: 0.11398 | validation loss: 0.10899 | PSNR: 30.782 | Time: 4.2
Epoch: 186 | lr: 0.00250 | training loss: 0.11244 | validation loss: 0.10866 | PSNR: 30.850 | Time: 4.1
Epoch: 187 | lr: 0.00250 | training loss: 0.11408 | validation loss: 0.10883 | PSNR: 30.794 | Time: 4.1
Epoch: 188 | lr: 0.00250 | training loss: 0.11202 | validation loss: 0.10916 | PSNR: 30.690 | Time: 4.3
Epoch: 189 | lr: 0.00250 | training loss: 0.11150 | validation loss: 0.10884 | PSNR: 30.836 | Time: 4.1
Epoch: 190 | lr: 0.00250 | training loss: 0.11198 | validation loss: 0.10877 | PSNR: 30.771 | Time: 4.0
Epoch: 191 | lr: 0.00250 | training loss: 0.11309 | validation loss: 0.10889 | PSNR: 30.915 | Time: 4.1
Epoch: 192 | lr: 0.00250 | training loss: 0.11231 | validation loss: 0.10885 | PSNR: 30.868 | Time: 4.4
Epoch: 193 | lr: 0.00250 | training loss: 0.11179 | validation loss: 0.10885 | PSNR: 30.944 | Time: 4.3
Epoch: 194 | lr: 0.00249 | training loss: 0.11115 | validation loss: 0.10863 | PSNR: 30.940 | Time: 4.1
Epoch: 195 | lr: 0.00249 | training loss: 0.11182 | validation loss: 0.10894 | PSNR: 30.958 | Time: 4.1
Epoch: 196 | lr: 0.00249 | training loss: 0.11149 | validation loss: 0.10862 | PSNR: 31.104 | Time: 4.2
Epoch: 197 | lr: 0.00249 | training loss: 0.11152 | validation loss: 0.10856 | PSNR: 31.071 | Time: 4.1
Epoch: 198 | lr: 0.00249 | training loss: 0.11146 | validation loss: 0.10875 | PSNR: 31.005 | Time: 4.1
Epoch: 199 | lr: 0.00249 | training loss: 0.11200 | validation loss: 0.10871 | PSNR: 30.914 | Time: 4.1
Epoch: 200 | lr: 0.00249 | training loss: 0.11127 | validation loss: 0.10883 | PSNR: 30.928 | Time: 4.1
Epoch: 201 | lr: 0.00249 | training loss: 0.11157 | validation loss: 0.10877 | PSNR: 30.971 | Time: 4.3
Epoch: 202 | lr: 0.00249 | training loss: 0.11239 | validation loss: 0.10894 | PSNR: 30.905 | Time: 4.7
Epoch: 203 | lr: 0.00249 | training loss: 0.11390 | validation loss: 0.10874 | PSNR: 30.899 | Time: 4.3
Epoch: 204 | lr: 0.00249 | training loss: 0.11226 | validation loss: 0.10871 | PSNR: 30.956 | Time: 4.2
Epoch: 205 | lr: 0.00249 | training loss: 0.11243 | validation loss: 0.10885 | PSNR: 30.973 | Time: 4.4
Epoch: 206 | lr: 0.00249 | training loss: 0.11169 | validation loss: 0.10878 | PSNR: 30.991 | Time: 4.2
Epoch: 207 | lr: 0.00249 | training loss: 0.11193 | validation loss: 0.10884 | PSNR: 30.879 | Time: 4.2
Epoch: 208 | lr: 0.00249 | training loss: 0.11264 | validation loss: 0.10884 | PSNR: 30.879 | Time: 4.1
Epoch: 209 | lr: 0.00249 | training loss: 0.11339 | validation loss: 0.10870 | PSNR: 31.076 | Time: 4.1
Epoch: 210 | lr: 0.00249 | training loss: 0.11225 | validation loss: 0.10872 | PSNR: 31.038 | Time: 4.1
Epoch: 211 | lr: 0.00249 | training loss: 0.11200 | validation loss: 0.10888 | PSNR: 31.010 | Time: 4.1
Epoch: 212 | lr: 0.00249 | training loss: 0.11371 | validation loss: 0.10886 | PSNR: 30.976 | Time: 4.1
Epoch: 213 | lr: 0.00249 | training loss: 0.11150 | validation loss: 0.10868 | PSNR: 31.033 | Time: 4.1
Epoch: 214 | lr: 0.00249 | training loss: 0.11201 | validation loss: 0.10867 | PSNR: 31.010 | Time: 4.9
Epoch: 215 | lr: 0.00249 | training loss: 0.11116 | validation loss: 0.10884 | PSNR: 30.999 | Time: 4.7
Epoch: 216 | lr: 0.00249 | training loss: 0.11314 | validation loss: 0.10880 | PSNR: 30.649 | Time: 4.1
Epoch: 217 | lr: 0.00249 | training loss: 0.11220 | validation loss: 0.10878 | PSNR: 30.990 | Time: 4.1
Epoch: 218 | lr: 0.00249 | training loss: 0.11233 | validation loss: 0.10870 | PSNR: 31.043 | Time: 5.0
Epoch: 219 | lr: 0.00249 | training loss: 0.11198 | validation loss: 0.10884 | PSNR: 30.913 | Time: 4.6
Epoch: 220 | lr: 0.00249 | training loss: 0.11166 | validation loss: 0.10887 | PSNR: 30.946 | Time: 5.4
Epoch: 221 | lr: 0.00249 | training loss: 0.11200 | validation loss: 0.10876 | PSNR: 30.784 | Time: 4.7
Epoch: 222 | lr: 0.00249 | training loss: 0.11279 | validation loss: 0.10883 | PSNR: 30.967 | Time: 4.5
Epoch: 223 | lr: 0.00249 | training loss: 0.11242 | validation loss: 0.10886 | PSNR: 30.825 | Time: 4.8
Epoch: 224 | lr: 0.00249 | training loss: 0.11174 | validation loss: 0.10901 | PSNR: 30.784 | Time: 5.0
Epoch: 225 | lr: 0.00249 | training loss: 0.11269 | validation loss: 0.10888 | PSNR: 30.883 | Time: 4.3
Epoch: 226 | lr: 0.00249 | training loss: 0.11206 | validation loss: 0.10867 | PSNR: 31.000 | Time: 4.3
Epoch: 227 | lr: 0.00249 | training loss: 0.11217 | validation loss: 0.10886 | PSNR: 30.885 | Time: 4.2
Epoch: 228 | lr: 0.00249 | training loss: 0.11182 | validation loss: 0.10883 | PSNR: 30.997 | Time: 4.4
